id,Porositas,sw,Volume_Reservoir,Outcome
540,18.9838166,57.06572438,13036.31233,9996.612138
541,18.9990805,54.06572438,13032.58714,9475.987246
542,18.9990805,57.06572438,13036.45737,10004.7612
543,18.9990805,58.06572438,13034.6024,10178.63264
544,19.0061914,48.92932862,13024.19009,8573.424001
545,19.0449335,43.06572438,13031.61773,7565.693968
546,19.067247,47.92932862,13031.48017,8429.897746
547,19.1211917,54.92932862,13026.73218,9684.873488
548,19.1364556,53.92932862,13021.87721,9512.602135
549,19.1899712,40.06572438,13038.83148,7096.189679
550,19.1899712,43.06572438,13031.7475,7623.386825
551,19.1899712,43.06572438,13032.9536,7624.092377
552,19.1899712,43.06572438,13031.09863,7623.007245
553,19.1899712,43.06572438,13032.37344,7623.752991
554,19.1899712,42.06572438,13037.80856,7449.832629
555,19.1899712,42.06572438,13031.9536,7446.487092
556,19.2279777,45.92932862,13021.80077,8140.179365
557,19.2810029,48.92932862,13028.04506,8699.96188
558,19.3350089,40.06572438,13039.83148,7150.370991
559,19.3350089,43.06572438,13032.44216,7681.41378
560,19.4110219,50.92932862,13027.93698,9116.56475
561,19.4112671,58.92932862,13032.31233,10552.27449
562,19.4112671,53.92932862,13027.02225,9653.021539
563,19.4112671,54.92932862,13026.02225,9831.260712
564,19.4112671,55.92932862,13026.6024,10010.68672
565,19.4260406,48.92932862,13038.33513,8772.328966
566,19.4260406,48.92932862,13028.19009,8765.503277
567,19.4800466,43.06572438,13034.51848,7740.267346
568,19.540857,44.92932862,13029.914,8097.562448
569,19.540857,47.92932862,13029.81475,8638.183281
570,19.540857,49.92932862,13027.81475,8997.257052
571,19.540857,49.92932862,13027.26513,8996.877474
572,19.540857,49.92932862,13028.36437,8997.63663
573,19.540857,50.92932862,13029.914,9178.935711
574,19.540857,50.92932862,13029.36437,9178.548524
575,19.540857,50.92932862,13027.67744,9177.360164
576,19.540857,50.92932862,13028.77668,9178.134525
577,19.540857,50.92932862,13024.64691,9175.225304
578,19.5563048,58.92932862,13026.31233,10626.22479
579,19.5563048,54.92932862,13037.87721,9913.732494
580,19.5563048,54.92932862,13027.02225,9905.478606
581,19.5563048,53.92932862,13026.02225,9724.400745
582,19.5563048,54.92932862,13026.58714,9905.147758
583,19.5563048,54.92932862,13025.29706,9904.166807
584,19.5563048,55.92932862,13021.31233,10081.38918
585,19.5710783,48.92932862,13028.19009,8830.947824
586,19.5710783,48.92932862,13029.90002,8832.106873
587,19.6250843,40.06572438,13032.03758,7253.307254
588,19.6250843,40.06572438,13035.45743,7255.210658
589,19.6250843,4.11E+01,13032.02231,7434.647067
590,19.6250843,43.06572438,13035.89254,7798.719145
591,19.6250843,43.06572438,13031.89254,7796.326146
592,19.6250843,42.06572438,13032.37344,7615.573958
593,19.7008521,48.92932862,13032.91528,8892.729059
594,19.7010973,50.92932862,13027.93698,9252.801326
595,19.7013425,58.92932862,13029.45737,10707.61789
596,19.7013425,53.92932862,13029.02225,9798.777169
597,19.7013425,53.92932862,13026.73218,9797.054869
598,19.7013425,55.92932862,13025.58714,10159.49116
599,19.815362,47.92932862,13036.06032,8763.728986
600,19.8306259,47.92932862,13039.06032,8772.498101
601,19.8458898,47.92932862,13034.3504,8776.079203
602,19.8463802,53.92932862,13026.73218,9869.179005
603,19.8463802,55.92932862,13026.73218,10235.18315
604,19.8463802,55.92932862,13026.31233,10234.85328
605,19.9909275,48.92932862,13031.91528,9022.973251
606,19.9914179,53.92932862,13028.31233,9942.509027
607,19.9914179,53.92932862,13020.58714,9936.613576
608,19.9914179,55.92932862,13029.45737,10312.1389
609,20.0679826,52.05929329,13034.45614,9639.047494
610,20.0831239,52.05908127,13039.93815,9650.33789
611,20.0983878,59.05908127,13026.79311,10945.22378
612,20.1130387,47.92932862,13028.48017,8890.209845
613,20.1135904,45.04318021,13026.84656,8354.051847
614,20.113713,56.06911661,13039.34279,10409.04501
615,20.113713,57.06911661,13043.05272,10597.70606
616,20.1288543,35.04318021,13028.26641,6505.016764
617,20.1288543,45.04318021,13029.97634,8362.400247
618,20.1288543,45.04318021,13027.9916,8361.126477
619,20.174646,35.04318021,13029.79311,6520.579227
620,20.174646,35.04318021,13027.92288,6519.643296
621,20.2130203,43.05929329,13031.87599,8028.682238
622,20.2130203,43.05929329,13036.1508,8031.315864
623,20.2130203,43.05929329,13036.42561,8031.485169
624,20.2281616,53.05908127,13037.50303,9904.892896
625,20.2281616,52.05908127,13031.64807,9713.851906
626,20.2428125,47.92932862,13029.04506,8947.959406
627,20.2434255,59.05908127,13029.21296,11026.25658
628,20.2434255,53.05908127,13035.63281,9910.945074
629,20.2586281,45.04318021,13029.84656,8416.230092
630,20.2586281,45.04318021,13027.55649,8414.750891
631,20.2586281,45.04318021,13039.26641,8422.314555
632,20.2587507,57.06911661,13045.18249,10675.86787
633,20.358058,43.05929329,13037.42561,8089.735263
634,20.3731993,53.05908127,13035.50303,9974.38151
635,20.3731993,53.05908127,13037.06792,9975.578917
636,20.3731993,52.05908127,13038.358,9788.538555
637,20.3878502,45.92932862,13028.09085,8635.381533
638,20.3878502,47.92932862,13027.94581,9011.310288
639,20.3884632,58.05908127,13041.05272,10927.14038
640,20.3884632,58.05908127,13046.61761,10931.80322
641,20.3884632,58.05908127,13024.47257,10913.24782
642,20.3885245,57.06911661,13041.32753,10741.08048
643,20.3885245,57.06911661,13040.47257,10740.37632
644,20.4036658,45.04318021,13026.41145,8474.249762
645,20.4037884,55.06911661,13029.31233,10362.86014
646,20.4037884,55.06911661,13028.02225,10361.83407
647,20.4037884,55.06911661,13026.02225,10360.24337
648,20.4037884,55.06911661,13025.31233,10359.67874
649,20.4037884,56.06911661,13026.48783,10548.75204
650,20.4037884,56.06911661,13040.05272,10559.73679
651,20.4189297,35.04318021,13026.26641,6597.747079
652,20.4647214,52.04318021,13023.64807,9818.418444
653,20.4878318,48.05929329,13028.06663,9080.14058
654,20.5328879,47.92932862,13029.36566,9076.405185
655,20.5328879,47.92932862,13026.38092,9074.325981
656,20.5335622,55.06911661,13030.45737,10429.68733
657,20.5488261,56.06911661,13028.05272,10625.01273
658,20.5488261,56.06911661,13029.76264,10626.40725
659,20.5488261,56.06911661,13043.32753,10637.47008
660,20.5488261,56.06911661,13042.05272,10636.43041
661,20.5639674,35.04318021,13029.26641,5884.146882
662,20.5639674,35.04318021,13029.55649,6646.289784
663,20.5639674,35.04318021,13026.12138,6644.537557
664,20.5944952,35.04318021,13027.50303,6655.107381
665,20.6328695,43.05929329,13035.71569,8197.862505
666,20.6328695,45.05929329,13029.31852,8574.423492
667,20.655183,50.92932862,13028.3721,9701.22044
668,20.655183,50.92932862,13029.22706,9701.857062
669,20.6626617,47.92932862,13033.19009,9136.451675
670,20.6632747,53.05908127,13032.92288,10114.39527
671,20.6632747,53.05908127,13032.93815,10114.40712
672,20.6632747,52.05908127,13038.50303,9928.019058
673,20.6779256,47.92932862,13027.38092,9139.125626
674,20.6785386,58.05908127,13041.63287,11083.09852
675,20.6937412,45.04318021,13028.9916,8596.429073
676,20.6938638,55.06911661,13037.58714,10516.86118
677,20.7779072,45.05929329,13031.42561,8636.093359
678,20.7779072,46.05929329,13028.86814,8826.021524
679,20.7779072,47.05929329,13027.41777,9016.640717
680,20.7924355,47.92932862,13035.62521,9195.551798
681,20.7930485,52.05908127,13035.93815,9988.405806
682,20.7930485,52.05908127,13037.21296,9989.382592
683,20.8235763,57.05908127,13041.76264,10968.71131
684,20.8235763,58.05908127,13021.90768,11143.95401
685,20.8236376,56.06911661,13031.90768,10770.29321
686,20.8236376,57.06911661,13046.76264,10974.87871
687,20.8540428,35.04318021,13027.8313,6739.149951
688,20.9229449,47.05929329,13028.96739,9080.660323
689,20.9380862,52.05908127,13038.50303,10060.05688
690,20.9380862,52.05908127,13039.50303,10060.82845
691,20.9533501,53.05908127,13024.02441,10249.38054
692,20.9533501,53.05908127,13031.64807,10255.38005
693,20.968001,45.92932862,13025.09085,8879.062398
694,20.968001,47.92932862,13037.48017,9274.51603
695,20.9686753,57.06911661,13040.05272,11045.63564
696,20.9686753,57.06911661,13041.90768,11047.20689
697,20.9686753,57.06911661,13031.90768,11038.73634
698,20.9686753,57.06911661,13045.32753,11050.10369
699,20.9686753,58.06911661,13041.32753,11240.28278
700,20.9838166,45.04318021,13029.41145,8717.210781
